01,124,148,197,248,296,186,198,220,247,1
02,110,166,222,248,330,167,209,222,248,2
03,110,149,220,279,330,166,192,221,248,2
04,110,139,221,248,331,166,209,221,248,2
05,099,148,197,248,294,186,198,216,245,1
06,124,148,197,248,294,186,198,217,245,1
07,124,147,197,248,294,186,198,220,257,1
08,110,166,220,275,331,166,209,221,248,2
09,099,148,197,248,294,186,198,217,245,1
10,111,139,221,279,331,167,209,221,248,2
11,110,166,221,275,331,166,207,221,248,2
12,124,147,197,248,293,186,198,220,245,1
13,099,148,197,248,295,186,198,218,245,1
14,110,140,222,275,331,167,210,221,248,2
15,099,148,197,249,294,187,198,221,245,1
16,110,140,221,276,331,166,193,221,248,2
17,099,147,221,249,294,187,198,221,258,1
18,111,140,221,276,331,167,210,221,248,2
