1,157,209,263,313,168,210,235,259,3
2,104,156,209,263,313,182,210,235,3
3,156,208,260,313,182,210,234,263,3
4,157,209,234,313,182,210,235,263,3
5,157,209,234,313,182,210,233,263,3
6,157,208,234,313,182,209,235,261,3
7,105,157,208,263,314,171,209,235,3
8,104,157,208,260,314,182,209,235,3
9,157,208,233,313,182,209,235,261,3
10,124,148,197,248,296,186,198,220,1
11,99,148,197,248,294,186,198,216,1
12,124,148,197,248,294,186,198,217,1
13,124,147,197,248,294,186,198,220,1
14,99,148,197,248,294,186,198,217,1
15,124,147,197,248,293,186,198,220,1
16,99,148,197,248,295,186,198,218,1
17,99,148,197,249,294,187,198,221,1
18,99,147,221,249,294,187,198,221,1
