NITERACOES,20
iter,0
C,D,G
2,0,0,1,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,1,0
0,0,1,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0
0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1
Corretude,66.66666666666666
iter,1
C,D,G
2,0,0,1,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,2,0,0,0,0,0,0,0,0,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0
0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1
Corretude,63.888888888888886
iter,2
C,D,G
2,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,1,0
0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0
0,0,1,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0
0,1,0,0,0,0,0,0,1,0,1,0
0,0,0,2,0,0,0,0,0,0,0,1
Corretude,61.111111111111114
iter,3
C,D,G
2,0,0,1,0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,1,0
0,0,1,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0
0,0,0,0,0,0,0,0,2,0,1,0
0,0,0,1,0,0,0,0,0,0,0,2
Corretude,66.66666666666666
iter,4
C,D,G
2,0,0,0,0,0,0,1,0,0,0,0
0,0,0,2,0,0,1,0,0,0,0,0
0,1,1,0,0,0,0,0,0,0,1,0
0,0,0,2,1,0,0,0,0,0,0,0
0,0,0,0,3,0,0,0,0,0,0,0
