132,165,166,197,1
131,165,166,197,1
131,133,166,197,1
131,133,166,197,1
131,133,166,197,1
131,133,166,197,1
131,133,166,197,1
131,133,166,197,1
131,133,166,198,1
139,141,177,210,2
139,139,176,210,2
139,139,176,210,2
139,140,176,210,2
139,141,176,210,2
139,139,173,210,2
139,140,176,209,2
139,140,176,209,2
139,139,176,208,2
147,147,186,221,3
147,148,184,208,3
147,147,187,221,3
147,147,186,221,3
147,148,186,221,3
147,148,187,220,3
148,148,187,222,3
147,148,187,221,3
148,148,187,221,3
156,158,177,198,4
156,157,188,198,4
139,141,177,210,4
156,158,189,199,4
156,158,178,199,4
156,158,178,199,4
156,157,191,199,4
156,157,187,199,4
156,156,175,199,4
165,186,208,209,5
165,166,186,209,5
165,186,209,227,5
165,166,187,209,5
166,187,208,217,5
166,187,209,241,5
164,165,166,209,5
166,166,187,209,5
166,166,206,216,5
132,176,176,221,6
133,176,176,222,6
132,133,176,222,6
175,176,176,199,6
131,133,177,222,6
131,177,177,222,6
133,176,177,219,6
133,176,177,219,6
132,133,177,222,6
139,140,186,209,7
140,186,186,209,7
139,141,174,208,7
141,186,186,187,7
139,140,186,187,7
139,140,186,188,7
141,186,188,232,7
140,176,186,232,7
139,140,187,210,7
148,186,197,198,8
148,186,197,198,8
148,186,197,198,8
147,186,197,220,8
148,186,197,198,8
147,186,197,220,8
148,186,197,198,8
148,187,197,198,8
147,187,198,221,8
156,157,168,210,9
156,182,208,210,9
156,156,182,208,9
156,157,182,209,9
156,157,182,209,9
156,157,182,208,9
157,171,208,210,9
157,182,208,208,9
156,157,182,208,9
166,167,209,221,10
140,166,192,220,10
139,166,209,220,10
166,166,209,220,10
139,167,209,221,10
166,166,207,221,10
140,167,210,221,10
140,166,193,221,10
140,167,210,221,10
149,177,213,231,11
176,177,204,232,11
149,177,204,224,11
175,176,205,232,11
149,177,204,232,11
149,177,205,234,11
149,177,191,230,11
149,177,205,230,11
149,177,204,223,11
157,186,187,236,12
157,186,187,235,12
158,187,188,237,12
158,186,187,237,12
158,187,187,237,12
158,187,187,237,12
158,187,188,237,12
158,186,187,237,12
158,186,188,237,12
