1,132,263,165,197,263,331,166,197,230,1
2,131,197,165,197,263,330,166,197,233,1
3,131,196,133,197,263,294,166,197,216,1
4,131,263,133,197,263,331,166,196,241,1
5,131,263,133,197,263,295,166,197,217,1
6,131,166,133,197,263,331,166,208,229,1
7,131,264,133,197,263,295,166,196,232,1
8,131,263,133,197,264,295,166,197,217,1
9,131,263,133,197,263,295,166,198,221,1
10,139,210,141,208,281,315,177,211,236,2
11,139,256,139,209,278,283,176,210,217,2
12,139,210,139,208,281,283,176,210,216,2
13,139,254,140,209,280,283,176,210,216,2
14,139,210,141,209,280,316,176,210,217,2
15,139,210,139,209,278,315,173,210,217,2
16,139,253,140,209,280,283,176,209,219,2
17,139,257,140,208,280,283,176,209,218,2
18,139,208,139,208,280,311,176,210,234,2
19,147,221,147,221,234,296,186,191,221,3
20,147,221,148,186,233,296,184,208,221,3
21,147,221,147,221,233,296,187,191,221,3
22,147,221,147,221,233,296,186,191,221,3
23,147,221,148,221,233,296,186,191,221,3
24,147,221,148,220,275,296,187,192,220,3
25,148,222,148,222,234,296,187,191,222,3
26,147,221,148,221,233,296,187,192,221,3
27,148,221,148,221,275,296,187,192,222,3
28,156,236,158,198,234,315,177,198,235,4
29,156,247,157,198,234,314,188,198,235,4
30,139,211,141,209,280,316,177,210,216,4
31,156,259,158,199,234,311,189,199,235,4
32,156,237,158,199,235,315,178,199,236,4
33,156,237,158,199,235,315,178,199,236,4
34,156,259,157,199,235,311,191,199,236,4
35,156,254,157,199,236,315,187,199,237,4
36,156,233,156,199,234,311,175,199,236,4
37,248,209,165,209,248,331,186,208,216,5
38,166,209,165,209,248,331,186,209,226,5
39,248,248,165,209,248,288,186,209,227,5
40,166,247,165,209,247,331,187,209,226,5
41,248,248,166,209,249,332,187,208,217,5
42,248,248,166,209,249,332,187,209,241,5
43,164,249,165,209,249,332,166,193,241,5
44,166,247,166,209,249,314,187,209,227,5
45,248,247,166,209,249,332,166,206,216,5
46,132,222,176,222,264,306,176,198,221,6
47,176,264,133,222,264,306,176,198,222,6
48,132,263,133,222,266,306,176,197,222,6
49,176,175,176,219,266,306,177,199,219,6
50,131,263,133,222,265,332,177,198,222,6
51,131,263,177,222,265,306,177,199,222,6
52,176,264,133,221,265,332,177,199,219,6
53,176,263,133,222,265,332,177,198,219,6
54,132,264,133,222,265,332,177,199,241,6
55,139,235,140,186,235,324,187,209,235,7
56,186,235,140,186,280,324,187,209,235,7
57,139,186,141,209,235,324,174,208,232,7
58,186,186,141,186,281,324,187,211,235,7
59,139,186,140,187,235,324,187,210,235,7
60,139,186,140,187,281,324,188,210,235,7
61,186,234,141,232,235,283,188,210,235,7
62,186,235,140,232,235,324,176,210,235,7
63,139,235,140,187,235,324,188,210,232,7
64,248,197,148,197,248,296,186,198,220,8
65,198,248,148,197,248,294,186,198,216,8
66,248,197,148,197,248,294,186,198,217,8
67,248,247,147,197,248,294,186,198,220,8
68,198,247,148,197,248,294,186,198,217,8
69,248,247,147,197,248,293,186,198,220,8
70,198,247,148,197,248,295,186,198,218,8
71,198,249,148,197,249,294,187,198,221,8
72,198,249,147,221,249,294,187,198,221,8
73,156,263,157,209,263,313,168,210,235,9
74,208,263,156,209,263,313,182,210,235,9
75,156,208,156,208,260,313,182,210,234,9
76,156,208,157,209,234,313,182,210,235,9
77,156,208,157,209,234,313,182,210,233,9
78,156,208,157,208,234,313,182,209,235,9
79,210,264,157,208,263,314,171,209,235,9
80,208,208,157,208,260,314,182,209,235,9
81,156,208,157,208,233,313,182,209,235,9
82,220,221,166,222,248,330,167,209,222,10
83,220,221,140,220,279,330,166,192,221,10
84,220,220,139,221,248,331,166,209,221,10
85,220,221,166,220,275,331,166,209,221,10
86,222,221,139,221,279,331,167,209,221,10
87,220,221,166,221,275,331,166,207,221,10
88,220,221,140,222,275,331,167,210,221,10
89,220,221,140,221,276,331,166,193,221,10
90,222,221,140,221,276,331,167,210,221,10
91,234,235,149,231,236,297,177,213,223,11
92,234,234,176,232,234,292,177,204,222,11
93,234,234,149,223,235,292,177,204,224,11
94,234,235,176,232,235,299,175,205,224,11
95,234,235,149,232,236,298,177,204,221,11
96,234,235,149,229,236,298,177,205,235,11
97,234,236,149,230,235,298,177,191,223,11
98,234,234,149,230,235,298,177,205,223,11
99,234,234,149,219,235,298,177,204,223,11
100,248,249,157,186,250,315,187,213,236,12
101,248,249,157,186,249,314,187,195,235,12
102,248,249,158,188,250,317,187,193,237,12
103,248,249,158,186,248,316,187,195,237,12
104,248,249,158,187,250,316,187,194,237,12
105,248,249,158,187,249,316,187,197,237,12
106,248,249,158,187,250,316,188,192,237,12
107,248,249,158,186,250,316,187,194,237,12
108,248,248,158,186,249,316,188,191,237,12
